transcript,VHmode,Hmode,Nmode,Lmode
AT1G01540.1,546;559;628;778,108;407;428;585;617;681;877;900;953;1095;1324;1424;1560;1623;1633;1888,84;238;409;447;530;560;586;614;663;736;740;805;830;965;1069;1249;1348;1561;1569,341;509;512;518;607;819;917;943;975;1088;1124;1155;1572;1589;1601;1761;1776;1870
AT1G01550.1,1020;1113;1326,732;1344,141;252;327;785;882;1084;1195;1269;1311,1106;1302;1347
AT1G01550.2,1043;1136;1349,755;1367,38;275;350;808;905;1107;1218;1292;1334,210;1129;1325;1370
AT1G01560.3,389;801;951;971,383;427;617;701;811;957,398;470;696;805;949;1016;1402,281;391;412;958;990;1382
AT1G01560.2,381;793;943;963,375;419;609;693;803;949,390;462;688;797;941;1008;1309,273;383;404;950;982;1289;1570
AT1G01560.1,356;768;918;938,350;394;584;668;778;924,365;437;663;772;916;1143;1529,248;358;379;925;957;1509
AT1G01560.4,356;768;918;938,350;394;584;668;778;924,365;437;663;772;916;1143;1444,248;358;379;925;957;1424
AT1G01570.2,1123;1863,92;239;251;665;846;885;1042;1264;1326;1569;1617,157;394;505;627;657;678;718;943;1006;1204;1475;1638;1814,25;176;246;372;799;804;865;977;1027;1053;1065;1124;1206;1210;1221;1425;1486;1517;1543;1571
AT1G01570.1,882,10;424;605;644;801;1023;1085;1328;1376,153;264;386;416;437;477;702;765;963;1234;1397,131;558;563;624;736;786;812;824;883;965;969;980;1184;1245;1276;1302;1330
AT1G01580.2,773;917;1125;1612;1721;1753,218;618;723;939;941;996;1020;1064;1185;1203;1206;1224;1324;1541;1640;1744;1968;1986;2066;2538;2646;2794,361;444;609;774;813;825;933;953;975;1069;1211;1696;2072;2232;2247;2514,424;566;610;612;926;936;998;1083;1186;1197;1207;1225;1454;1586;1728;2054;2074;2244
AT1G01580.1,560;704;912;1399;1508;1540,405;510;726;728;783;807;851;972;990;993;1011;1111;1328;1427;1531;1755;1773;1853;2325;2433;2581,148;231;396;561;600;612;720;740;762;856;998;1483;1859;2019;2034;2301,211;353;397;399;713;723;785;870;973;984;994;1012;1241;1373;1515;1841;1861;2031
AT1G01590.1,575;719;1848,156;361;566;570;645;666;677;858;1193;1346;1408;1575;1721;2042;2083;2130;2254;2367;2543;2548,78;79;232;254;255;422;474;490;513;624;652;669;819;837;863;976;1258;1354;1733;1908;2079;2396;2508;2578,47;227;300;381;393;550;613;721;838;849;1259;1339;1347;1722;2188;2405
AT1G01600.1,1072;1407;1481;1793,418;445;546;549;552;590;598;688;799;967;973;987;1078;1484;1580;1613;1724;1796;1846;1947;1992;2021;2037,177;466;507;791;863;938;951;968;998;1060;1271;1294;1333;1430;1438;1504;1519;1520;1610;1738;1766;1790;1816;1834;1977;2012,407;499;514;748;803;822;823;910;965;1107;1273;1289;1320;1356;1490;1496;1568;1586;1631;1686;1739;1749;1820;1828;1829;1882;1950
AT1G01610.1,1224;1452;1560;1884,107;233;242;419;551;657;972;1183;1301;1315;1334;1403;1472,150;183;188;274;416;678;739;807;951;1071,17;117;138;170;482;687;720;859;870;1276;1284;1329;1416;1443;1494;1563;1566;1640;1909
AT1G01620.2,226;375;431;622;822;894,181;255;364;385;583;591;636;1253,161;200;210;230;369;468;535;537;538;553;610;700;702;729;771;792;856;906,444;492;525;807;815;844;849;877;1062;1081
AT1G01620.1,645;701;892;1092;1164,83;124;422;467;496;525;634;655;853;861;906;1523,402;441;451;491;500;639;738;805;807;808;823;880;970;972;999;1041;1062;1126;1176,492;714;762;795;1077;1085;1114;1119;1147;1332;1351
AT1G01630.1,43;87;663;676;890;1142,149;494;607;785,61;160;195;201;202;506;583;596;717;764;920;1136;1194,258;395;442;448;500;590;945;1012;1171;1395
AT1G01640.2,287;363;734,249;252;360;771;1078,212;242;534;669;813;1088,237;487;537;603;664;666;742;743;754
AT1G01640.1,257;307;383;754,269;272;380;791;1098,212;262;554;689;833;1108,507;557;623;684;686;762;763;774
AT1G01650.1,1122;1132;1280;1315;1494;1735,839;948;1040;1503;1554;1627;1631;1642;1729;1826;1843,9;16;335;342;431;461;566;635;856;863;928;1241;1594;1667;1725;1742;1909;2011,252;384;423;471;626;1220;1383;1478;1488;1623;1792;1816;1823;1834;1839;2107;2196
AT1G01650.2,1394;1404;1552;1587;1766;2007,1111;1220;1312;1775;1826;1899;1903;1914;2001;2098;2115,247;254;540;592;623;653;772;838;907;1128;1135;1200;1513;1866;1939;1997;2014;2181;2283,164;296;440;446;615;663;834;898;1492;1655;1750;1760;1895;2064;2088;2095;2106;2111;2379;2468
AT1G01650.4,1114;1124;1272;1307;1486;1727,831;940;1032;1495;1546;1619;1623;1634;1721;1818;1835,247;254;343;373;492;558;627;848;855;920;1233;1586;1659;1717;1734;1901;2003,164;296;335;383;554;618;1212;1375;1470;1480;1615;1784;1808;1815;1826;1831;2099;2188
AT1G01650.3,1398;1408;1556;1591;1770;2011,428;1115;1224;1316;1779;1830;1903;1907;1918;2005;2102;2119,247;254;627;657;776;842;911;1132;1139;1204;1517;1870;1943;2001;2018;2185;2287,164;296;619;667;838;902;1496;1659;1754;1764;1899;2068;2092;2099;2110;2115;2383;2472
AT1G01660.2,100;119;184;202;384;493;922;960;1305;1318;1471,78;112;280;439;846;877;904;998;1350;1395;1444;1689;1788;1993,164;253;344;527;552;618;726;758;889;927;1047;1055;1295;1468;1546;1954;2012,91;113;194;195;197;413;574;613;826;842;899;1032;1170;1173;1179;1224;1255;1426;1460;1779;1994
AT1G01660.1,24;89;107;289;398;827;865;1207;1220;1373,17;185;344;751;782;809;903;1252;1297;1346;1591;1690,69;158;249;432;457;523;631;663;794;832;952;960;1197;1370;1448,18;99;100;102;318;479;518;731;747;804;937;1072;1075;1081;1126;1157;1328;1362;1681
AT1G01670.1,221;301;531;722;814;859;965,135;503;640;820;877;948;1261;1269;1303,86;601;980;1066;1106;1138;1363,41;123;132;147;183;629;653;807;893;946;1096;1575
AT1G01670.2,90;170;400;591;683;728;834,372;509;689;746;817;1130;1138;1172,470;849;935;975;1007;1232,52;498;522;676;762;815;965
AT1G01670.3,37;43;234;326;371;477,152;332;389;460;773;781;815,113;492;578;618;650;875,141;165;319;405;458;608
AT1G01680.1,179;461;890;1009,259;394;866;910,512;564;663;795;917,694;925
AT1G01690.2,1025,633;1048;1061;1339;1473;1475;1505;1508;1583,337;601;895;968;980;997;1045;1147;1214;1517,194;595;623;763;775;989;1054;1058;1062;1124;1144;1292;1331;1498
AT1G01690.1,988,596;1011;1024;1302;1436;1438;1468;1471;1546,300;564;858;931;943;960;1008;1110;1177;1480,154;558;586;726;738;952;1017;1021;1025;1087;1107;1255;1294;1461
AT1G01690.3,925,533;948;961;1239;1373;1375;1405;1408;1483,240;501;795;868;880;897;945;1047;1114;1417,94;495;523;663;675;889;954;958;962;1024;1044;1192;1231;1398
AT1G01695.1,378;953;1175,476;677;1005,549;750;751;1163;1241;1493;1506;1542;1648,234;721;752;1188;1198;1373
AT1G01700.1,361;604;891;995;1062;1241,161;235;405;542;601;610;704;801;1173;1189;1201;1308;1437;1446,422;671;714;834;1081;1085;1093;1122;1203;1343,310;549;578;814;940;1236;1304;1599;1769;1770
AT1G01700.2,361;604;891;995;1062;1272;1324,161;235;405;542;601;610;704;801;1173;1284;1391;1520;1529,422;671;714;834;1081;1085;1093;1122;1286;1426,310;549;578;814;940;1319;1387;1682;1852;1853
AT1G01700.3,168;411;719;823;890;1069,42;212;349;408;417;511;608;1001;1017;1029;1136;1265;1274,229;478;521;662;909;913;921;950;1031;1171;1432,117;356;385;642;768;1064;1132;1502
AT1G01700.4,309;552;929;1033;1100;1279,109;183;353;490;549;558;652;749;1211;1227;1239;1346;1475;1484,370;619;662;782;922;1119;1123;1131;1160;1241;1381,258;497;526;762;978;1274;1342;1637
AT1G01700.5,361;604;891;995;1062;1272;1324,161;235;405;542;601;610;704;801;1173;1284;1391;1520;1529,422;671;714;834;1081;1085;1093;1122;1286;1426,310;549;578;814;940;1319;1387
AT1G01710.1,1665,13;301;371;483;612;628;817;1072;1083;1354;1369;1455;1680,95;624;640;852;990;1329;1391;1411,42;230;291;315;389;637;755;851;943;1205;1450;1458;1566;1666;1681
AT1G01715.1,373;590;720,14;266;675,55;88;189;255;292;414;702,11;12;34;35;228;277;579;633
AT1G01715.2,364;581,257,46;79;180;246;283;405,25;26;219;268;570
AT1G01720.1,971;1139,32;40;41;88;232;688;917;1032;1165;1412;1524;1596,19;86;87;145;632;756;820;960;977;978;1000;1103;1203;1261;1456,27;55;110;203;235;402;750;751;773;816;1023;1098;1104;1149;1151;1152;1172;1177;1200
AT1G01725.1,NA,171,114,174;245;263;321
AT1G01730.1,852,94;131;167;180;528;645;721;751;776;781,104;228;408;410;417;701;724;744;777;857;1136;1151,95;231;404;741
AT1G01740.5,42;562;565;651;1446;1476,39;74;582;1013;1215;1412;1415;1483,159;470;534;633;713;757;864;904;1035;1219,6;175;206;498;659;806;879;1209;1221
AT1G01740.1,42;562;565;651;1470;1500,39;74;582;1013;1215;1302;1436;1439;1507,159;470;534;633;713;757;864;904;1035;1219,6;175;206;498;659;806;879;1209;1221
AT1G01740.4,42;558;561;647;1466;1496,39;74;578;1009;1211;1298;1432;1435;1503,159;466;530;629;709;753;860;900;1031;1215,6;175;206;494;655;802;875;1205;1217
AT1G01740.2,265;825;828;914;1733;1763,17;20;262;297;845;1276;1478;1565;1699;1702;1770,382;733;797;896;976;1020;1127;1167;1298;1482,116;229;398;469;761;922;1069;1142;1472;1484
AT1G01740.3,68;403;959;962;1048;1867;1897,17;49;155;158;400;435;979;1410;1612;1699;1833;1836;1904,520;867;931;1030;1110;1154;1261;1301;1432;1616,254;367;536;607;895;1056;1203;1276;1606;1618
AT1G01750.1,453,187;749,332;345;357;382;476;664,365
AT1G01750.2,411,44;303;707,189;299;315;340;434;622,323
AT1G01760.1,704,85;158;164;204;594;1017;1222,165;616;633;757;975;1012;1034;1108;1242;1276,47;182;277;547;605;625;631;697;1072;1078;1084
AT1G01760.2,855,236;309;315;355;745;1168;1456,130;316;767;784;908;1126;1163;1185;1259;1476,82;150;198;333;428;698;756;776;782;848;1223;1229;1235
AT1G01760.4,704,85;158;164;204;594;1017;1222,165;616;633;757;975;1012;1034;1108;1242,47;182;277;547;605;625;631;697;1072;1078;1084
AT1G01760.3,855,236;309;315;355;745;1168;1373,130;316;767;784;908;1126;1163;1185;1259;1393,82;150;198;333;428;698;756;776;782;848;1223;1229;1235
AT1G01770.1,229;273;459;503;650;1331;1736,239;270;280;383;446;485;527;557;563;588;606;713;819;924;1344;1357;1659;1740;1932,70;164;260;287;290;362;373;390;399;427;623;778;804;1104;1112;1555;1698;1731;2093;2303,267;283;319;342;505;574;590;632;785;787;794;825;873;878;914;1334;1338;1459;1463;1489;1732;1883;2005;2063;2072;2338
AT1G01780.1,745;827,317;701,408,92;221;278;368;418;551;746;761
AT1G01790.1,128;1052;1913;2514;2540;3036;3123;3581;3710;3912,373;591;687;797;823;851;959;1007;1280;1343;1385;1431;1466;1769;1832;1897;2029;2181;2204;2207;2267;2387;2390;2393;2432;2665;2684;2690;2715;2822;2828;2843;2852;2861;3014;3224;3252;3328;3448;3480;3515;3560;3731;3819;3834;4153;4156;4238,105;151;168;304;321;401;597;740;818;907;986;995;1013;1018;1085;1133;1313;1833;1918;2184;2254;2261;2262;2310;2367;2463;2468;2807;3075;3116;3524;3686;3694;3851;3888;4010;4015,1046;1233;1281;1336;1424;1432;1873;1879;2256;2428;2444;2530;2681;2833;2941;3022;3119;3482;3542;3588;3659;3665;3713;3825;4239
AT1G01790.2,18;1028;1889;2490;2516;3012;3099;3557;3686;3888,349;567;663;773;799;827;935;983;1256;1319;1361;1407;1442;1745;1808;1873;2005;2157;2180;2183;2243;2363;2366;2369;2408;2641;2660;2666;2691;2798;2804;2819;2828;2837;2990;3200;3228;3304;3424;3456;3491;3536;3707;3795;3810;4129;4132;4214,41;58;201;280;297;377;573;716;794;883;962;971;989;994;1061;1109;1289;1809;1894;2160;2230;2237;2238;2286;2343;2439;2444;2783;3051;3092;3500;3662;3670;3827;3864;3986;3991,1022;1209;1257;1312;1400;1408;1849;1855;2232;2404;2420;2506;2657;2809;2917;2998;3095;3458;3518;3564;3635;3641;3689;3801;4215
AT1G01800.1,443;680,120;155;217;485;587;790;953;974,42;402;567;582;691;854;1225,113;213;254;267;428;479;491;537;770;827;933;956;993
AT1G01800.2,351;588,24;59;121;323;393;495;698;861;882,306;475;490;599;762,17;117;158;171;336;387;399;445;678;735;841;864;901
AT1G01810.1,243,78;136;263,42;75;82;89;187;216;331;454,148;324;337;522
AT1G01820.1,404;410;666;902,189;192;202;258;276;509;661;671;775;784;825;1072,62;225;368;373;465;474;687;712;890;944,204;504;581;1062
AT1G01830.1,279;1357;1680;1773;1796;1816;2068;2096,237;243;335;519;755;918;1105;1293;1410;1419;1490;1516;1577;1650;1653;1656;1662;1714;1791;1851;1894;2172,134;214;255;273;287;373;378;503;545;554;584;667;750;953;968;1083;1085;1100;1102;1137;1464;1518;1533;1539;1697;1703;1809;1896;1966;1972;2112;2190,19;90;200;256;274;290;593;643;663;810;854;1014;1071;1095;1202;1218;1278;1377;1416;1527;1530;1562;1563;1569;1658;1785;1875;1983
AT1G01830.3,357;1435;1758;1851;1874;1894;2146;2174,112;167;315;321;413;597;833;996;1183;1371;1488;1497;1568;1594;1655;1728;1731;1734;1740;1792;1869;1929;1972;2250,212;292;333;351;365;451;456;581;623;632;662;745;828;1031;1046;1161;1163;1178;1180;1215;1542;1596;1611;1617;1775;1781;1887;1974;2044;2050;2190;2268,120;159;278;334;352;368;671;721;741;888;932;1092;1149;1173;1280;1296;1356;1455;1494;1605;1608;1640;1641;1647;1736;1863;1953;2061
AT1G01830.2,576;1654;1977;2070;2093;2113;2365;2393,270;331;386;534;540;632;816;1052;1215;1402;1590;1707;1716;1787;1813;1874;1947;1950;1953;1959;2011;2088;2148;2191;2469,33;431;511;552;570;584;670;675;800;842;851;881;964;1047;1250;1265;1380;1382;1397;1399;1434;1761;1815;1830;1836;1994;2000;2106;2193;2263;2269;2409;2487,277;339;378;497;553;571;587;890;940;960;1107;1151;1311;1368;1392;1499;1515;1575;1674;1713;1824;1827;1859;1860;1866;1955;2082;2172;2280
AT1G01840.1,280,118;159;175;286;346;438;457;475;494;541,129;201;312;376;469;478;714;775,136;153;313;435;495
AT1G01860.1,185,8;159;263;313;671;676;884;1008;1150,97;101;166;358;494;844;851;1107;1158;1236,46;107;194;287;394;679;1083;1147
AT1G01860.2,185,8;159;423;781;786;994;1118,97;101;166;263;468;604;954;961,46;107;194;397;504;789
AT1G01860.3,162,136;400;758;763;971;1130,74;78;143;240;445;581;931;938,23;84;171;374;481;766;1121;1133
AT1G01860.4,185,8;159;263;313;671;676;884;1043,97;101;166;358;494;844;851,46;107;194;287;394;679;1034;1046
AT1G01860.5,162,136;240;290;648;653,74;78;143;335;471,23;84;171;264;371;656
AT1G01880.3,154;258;497;665;894;1098;1555;1944,93;129;141;186;300;841;1101;1331;1413;1475;1982,223;232;446;619;693;828;978;1022;1023;1090;1092;1222;1750;1916;1922;1940;2023,89;646;710;749;824;1093;1134;1137;1276;1361;1405;1407;1702;1743;1919;1978;2019
AT1G01880.2,133;372;537;766;970;1427;1816,98;175;713;973;1203;1285;1347;1854,61;107;321;565;700;850;894;895;962;964;1094;1622;1788;1794;1812;1895,24;518;582;621;696;965;1006;1009;1148;1233;1277;1279;1574;1615;1791;1850;1891
AT1G01880.1,42;244;483;651;880;1084;1541;1930,17;29;74;209;286;827;1087;1317;1399;1461;1968,172;218;432;605;679;814;964;1008;1009;1076;1078;1208;1736;1902;1908;1926;2009,135;632;696;735;810;1079;1120;1123;1262;1347;1391;1393;1688;1729;1905;1964;2005
AT1G01880.4,88;256;485;689;1146;1535,432;692;922;1004;1066;1573,37;210;284;419;569;613;614;681;683;813;1341;1507;1513;1531;1614,237;301;340;415;684;725;728;867;952;996;998;1293;1334;1510;1569;1610
AT1G01900.1,706;899;1339;1423;1456;1464;1491;1505;1587;1917;2004;2352,750;769;836;843;966;1092;1099;1104;1243;1416;1420;1431;1635;1683;1688;1824;1960;1965;1971;1980;1983;2028;2042;2288,247;610;619;621;638;864;1151;1230;1311;1326;1344;1363;1384;1417;1451;1483;1485;1673;1681;1689;1716;1870;1876;1887;1962;1963;2011;2128;2215;2217;2247;2478,559;565;577;865;871;918;936;968;1093;1137;1179;1221;1249;1345;1533;1582;1623;1653;1708;1815;1840;1914;1948;1977;2336
AT1G01910.4,137;172;746;955;1121,42;45;103;154;157;439;449;478;505;585;668;698;777;963;1051;1072;1115;1134;1208;1220;1304,37;38;166;194;221;537;630;713;729;1194;1199;1266,165;175;195;434;613;765;788;969
AT1G01910.2,247;282;856;1065;1231,152;155;213;264;267;549;559;588;615;695;778;808;887;1073;1161;1182;1225;1244;1318;1330;1528,147;148;276;304;331;647;740;823;839;1304;1309;1490,275;285;305;544;723;875;898;1079
AT1G01910.3,59;94;668;877;1044,25;76;79;361;371;400;427;507;590;620;699;885;995;1038;1057;1131;1143;1341,88;116;143;459;552;635;651;976;1117;1122;1303,87;97;117;356;535;687;710;891
AT1G01910.1,82;117;691;900;1066,48;99;102;384;394;423;450;530;613;643;722;908;996;1017;1060;1079;1153;1165;1215,111;139;166;482;575;658;674;1139;1144,110;120;140;379;558;710;733;914
AT1G01910.5,59;94;543;752;918,25;76;79;382;465;495;574;760;848;869;912;931;1005;1017;1215,88;116;143;334;427;510;526;991;996;1177,87;97;117;410;562;585;766
AT1G01920.3,299;766;969;1146;1254;1624;1713;1997,214;226;443;625;725;1015;1018;1219;1404;1745;1757;1871;1898;1905;2137,199;270;338;403;474;578;737;844;845;883;919;943;944;980;1037;1460;1618;1775;1836;1858;1963;2094,195;213;431;444;445;519;546;786;1163;1257;1468;1708;1737;1769;1819;1853;1926;1969
AT1G01920.2,299;766;969;1146;1254;1541;1825,214;226;443;625;725;1015;1018;1219;1404;1573;1585;1699;1726;1733;1965,199;270;338;403;474;578;737;844;845;883;919;943;944;980;1037;1460;1603;1664;1686;1791;1922,195;213;431;444;445;519;546;786;1163;1257;1468;1536;1565;1597;1647;1681;1754;1797
AT1G01920.4,172;655;858;1035;1143;1430;1714,87;99;332;514;614;904;907;1108;1293;1462;1474;1588;1615;1622;1854,72;143;211;292;363;467;626;733;734;772;808;832;833;869;926;1349;1492;1553;1575;1680;1811,68;86;320;333;334;408;435;675;1052;1146;1357;1425;1454;1486;1536;1570;1643;1686
AT1G01920.5,169;636;839;1016;1124;1411;1770,84;96;313;495;595;885;888;1089;1274;1443;1455;1569;1678;1910,69;140;208;273;344;448;607;714;715;753;789;813;814;850;907;1330;1473;1534;1556;1736;1867,65;83;301;314;315;389;416;656;1033;1127;1338;1406;1435;1467;1517;1551;1623;1699;1742
AT1G01920.1,95;562;707;774;951;1125;1412;1696,10;22;239;421;521;820;823;1090;1275;1444;1456;1570;1597;1604;1836,66;134;199;270;374;533;640;641;679;724;748;749;785;842;1331;1474;1535;1557;1662;1793,9;227;240;241;315;342;582;968;1128;1339;1407;1436;1468;1518;1552;1625;1668
AT1G01930.1,256;404;853;884;1052;1451;1603;1696,91;103;169;220;281;284;409;741;773;814;1032;1247;1539;1675;1681;1741;1747;1750;1792;1958,101;106;109;296;304;494;617;677;847;1113;1224;1435;1513;1599;1690;1692;1785;1932,166;211;487;647;904;971;1381;1752;1768
AT1G01940.1,84;87;400;465;691,301;372;553;620;638,58;69;253;285;373;394;493;568;609,220;221;270;361;364;608;742
AT1G01950.1,348;607;834;1114;1117;1353;1460;1804;2160;2385;2707,123;162;312;585;694;975;1264;1542;1548;1700;1851;1948;1978;2037;2139;2191;2379;2404;2502;2587;2715,168;186;273;313;329;330;491;828;835;1124;1794;1956;2030;2060;2069;2184;2308;2592;2642;2654;2658;2673;2830,219;292;465;515;534;750;810;827;850;856;884;1063;1110;1130;1140;1354;1463;1666;1812;1838;1942;1957;1958;1959;2026;2151;2259;2343;2433;2473;2477;2506;2530;2691;2775
AT1G01950.4,335;686;913;1193;1196;1432;1539;1883;2239;2464;2786,110;149;299;664;773;1054;1343;1621;1627;1779;1930;2027;2057;2116;2218;2270;2458;2483;2581;2666;2794,155;173;260;300;316;317;452;570;907;914;1203;1873;2035;2109;2139;2148;2263;2387;2671;2721;2733;2737;2752;2909,206;279;544;594;613;829;889;906;929;935;963;1142;1189;1209;1219;1433;1542;1745;1891;1917;2021;2036;2037;2038;2105;2230;2338;2422;2512;2552;2556;2585;2609;2770;2854
AT1G01950.3,285;544;771;1051;1054;1290;1397;1741;2160;2385;2707,60;99;249;522;631;912;1201;1479;1485;1637;1788;1948;1978;2037;2139;2191;2379;2404;2502;2587;2715,105;123;210;250;266;267;428;765;772;1061;1731;1956;2030;2060;2069;2184;2308;2592;2642;2654;2658;2673;2830,156;229;402;452;471;687;747;764;787;793;821;1000;1047;1067;1077;1291;1400;1603;1749;1775;1942;1957;1958;1959;2026;2151;2259;2343;2433;2473;2477;2506;2530;2691;2775
AT1G01950.2,285;544;771;1051;1054;1290;1397;1741;2046;2271;2593,60;99;249;522;631;912;1201;1479;1485;1637;1788;1834;1864;1923;2025;2077;2265;2290;2388;2473;2601,105;123;210;250;266;267;428;765;772;1061;1731;1842;1916;1946;1955;2070;2194;2478;2528;2540;2544;2559;2716,156;229;402;452;471;687;747;764;787;793;821;1000;1047;1067;1077;1291;1400;1603;1749;1775;1828;1843;1844;1845;1912;2037;2145;2229;2319;2359;2363;2392;2416;2577;2661
AT1G01960.1,255;769;962;1125;1367;1624;1631;2228;2421;3811;4808;5345,59;208;220;335;412;534;666;683;696;701;707;905;1001;1134;1137;1143;1148;1506;2067;2382;2399;2432;2525;2800;2845;2873;2948;2960;3161;3176;3214;3329;3440;3706;3824;3897;4212;4453;4715;4780;4927;4991;5070;5125;5131;5252;5329;5384;5386;5390;5405;5427,62;387;523;542;609;700;860;885;1015;1023;1089;1149;1170;1256;1279;1283;1436;1619;1731;1892;1950;1991;2140;2244;2428;2431;2479;2589;2766;3206;3269;3311;3738;3887;4085;4370;4438;4442;4503;4881;5133;5360;5458;5500;5507;5696,7;318;543;675;762;908;1002;1016;1084;1095;1119;1223;1230;1260;1369;1508;1607;1852;1999;2068;2282;2725;2731;2825;2963;3367;3513;3959;4337;4419;4573;4782;4811;4923;4930;5065;5172;5173;5459;5557;5697;5719
AT1G01970.1,364;515;935;1100;1146;1537,21;427;465;554;607;659;664;752;882;930;939;953;1121;1152;1154;1163;1168;1298;1442,26;201;255;336;370;458;488;493;982;1028;1040;1083;1225;1255;1277;1328;1340;1459,106;318;320;330;359;454;549;639;689;697;829;991;1193;1393
AT1G01980.1,620;739;1249;1257;1263;1338;1379,17;371;374;377;476;479;496;512;534;593;595;611;614;626;749;879;921;1050;1099;1531;1541;1677;1717;1840,298;322;392;473;497;500;539;554;659;671;696;760;764;770;1063;1280;1312;1373;1511;1747,389;484;692;902;940;967;1038;1051;1072;1100;1114;1162;1295;1309;1315;1374;1375;1381;1435;1478;1485;1493;1499;1505;1594;1595;1750;1751
AT1G01990.1,108,104;121;381;384;387;390;510;771;969;1248,804;866;1405;1455,139;512;537;541;580;606;641;677;678;723;810;852;944;1145;1474
